index,Num,prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,label
3797,20230529산천074168A,KCMD,C,2023-05-29,2023-08-15,131.5068,7.0192,5.5889,F1,504.42,0
3802,20230520오포038381A,KCMD,L,2023-05-20,2023-06-13,127.7621,7.9386,5.3647,F2,495.45,0
3805,20230615창하093232A,KCMD,Y,2023-06-15,2023-06-24,398.7231,6.313,6.819,F2,794.42,1
3809,20230416수성039656C,JJBB,L,2023-04-16,2023-07-04,318.9796,6.7109,6.3985,F3,1975.54,0
3810,20230616오포049604A,GBMD,L,2023-06-16,2023-07-12,397.1028,6.1929,6.8081,F1,976.28,0
3812,20230523수성006189C,KCMD,K,2023-05-23,2023-10-24,128.0894,6.9914,6.4126,F3,520.64,0
3814,20230429산천054510A,KCMD,L,2023-04-29,2023-06-15,322.5329,7.9249,5.9287,F1,700.01,1
3815,20230501수성015093C,KCMD,K,2023-05-01,2023-06-15,128.8785,7.9796,5.7178,F3,524.9,0
3828,20230524수성021240C,KCMD,K,2023-05-24,2023-06-26,128.7399,6.937,6.1121,F3,522.17,0
3832,20230624수성076716C,KCMD,C,2023-06-24,2023-07-01,396.0728,6.3833,6.7435,F3,778.77,1
3845,20230609산천064845A,KCMD,C,2023-06-09,2023-06-28,397.9754,6.4801,6.4613,F3,779.08,1
3849,20230419오포016279A,KCMD,K,2023-04-19,2023-04-24,323.1814,5.6826,6.5198,F3,685.89,0
3854,20230521오포090021A,GBMD,Y,2023-05-21,2023-06-21,131.5159,5.6669,6.7157,F2,709.92,1
3866,20230422산천045321A,KCMD,L,2023-04-22,2023-11-09,317.3529,6.5638,5.9614,F3,690.86,1
3873,20230426수성081385C,JJBB,C,2023-04-26,2023-06-10,326.1958,5.6499,6.1059,F3,1991.73,0
3880,20230410창하081803A,GBMD,C,2023-04-10,2023-06-17,323.8011,6.2421,5.7703,F2,914.34,0
3890,20230409수성037300C,GBMD,L,2023-04-09,2023-04-11,317.4647,5.4873,6.0514,F3,986.18,0
3895,20230618창하058661A,KCMD,L,2023-06-18,2023-07-23,408.4152,6.1718,6.6682,F3,799.55,0
3907,20230426창하079330B,KCMD,C,2023-04-26,2023-05-03,316.6946,6.3461,5.7339,F3,670.53,0
3908,20230423산천084827A,JJBB,C,2023-04-23,2023-04-27,329.0099,7.2261,6.318,F2,2036.51,0
3913,20230612산천045507A,JJBB,L,2023-06-12,2023-06-15,397.6797,6.3286,6.632,F1,2103.52,1
3917,20230528오포021528A,JJBB,K,2023-05-28,2023-06-06,129.6095,7.4366,6.1278,F3,1783.24,0
3924,20230501수성044701C,KCMD,L,2023-05-01,2023-05-04,129.987,5.8374,6.4137,F2,513.67,0
3927,20230618오포020686A,KCMD,K,2023-06-18,2023-07-30,396.9966,6.2754,6.6937,F2,758.45,0
3932,20230403창하040097A,JJBB,L,2023-04-03,2023-04-19,317.751,5.6031,6.8738,F3,1976.81,0
3943,20230420산천050118A,KCMD,L,2023-04-20,2023-06-02,314.7551,5.9363,6.6402,F3,701.96,0
3956,20230424오포067964A,GBMD,C,2023-04-24,2023-05-01,314.3962,7.1492,6.2662,F3,895.03,0
3961,20230526창하032529A,KCMD,L,2023-05-26,2023-10-22,128.0473,7.5401,5.9859,F3,524.01,0
3968,20230417수성018419C,JJBB,K,2023-04-17,2023-06-19,311.6793,7.0223,5.8834,F3,1969.23,0
3969,20230613창하034397B,KCMD,L,2023-06-13,2023-11-12,395.0048,6.3012,6.9347,F3,748.48,1
3972,20230425창하013145B,KCMD,K,2023-04-25,2023-05-18,316.593,5.7192,6.0053,F3,671.9,0
3981,20230528산천057567A,JJBB,L,2023-05-28,2023-06-20,130.764,7.1557,6.0734,F1,1835.54,0
3982,20230422오포035903A,GBMD,L,2023-04-22,2023-04-28,327.536,7.0536,6.0152,F3,907.53,1
3983,20230615창하046577B,JJBB,L,2023-06-15,2023-06-26,402.1308,6.0994,6.6644,F1,2110.34,0
3985,20230418오포067104A,KCMD,C,2023-04-18,2023-07-12,324.8868,6.3661,5.737,F2,684.18,0
3987,20230510창하016741A,GBMD,K,2023-05-10,2023-05-25,128.3109,7.0098,5.7697,F3,714.35,0
3990,20230427창하039770A,KCMD,L,2023-04-27,2023-05-03,318.2609,7.8804,5.8853,F3,714.26,0
4000,20230404오포084906A,JJBB,C,2023-04-04,2023-04-13,312.3275,5.9139,5.8758,F2,1978.63,0
4006,20230611창하092353A,KCMD,Y,2023-06-11,2023-06-12,404.9162,6.2915,6.5943,F3,800.59,1
4011,20230606산천080022A,GBMD,C,2023-06-06,2023-07-01,406.3745,6.1556,6.9539,F2,979.79,0
4014,20230628수성097805C,KCMD,Y,2023-06-28,2023-07-16,403.9283,6.2747,6.7479,F2,796.41,0
4017,20230515창하042919B,KCMD,L,2023-05-15,2023-05-28,131.0132,5.6201,5.964,F3,487.97,0
4018,20230606오포096545A,JJBB,Y,2023-06-06,2023-07-19,400.0865,6.6603,6.7541,F2,2056.09,0
4025,20230410창하089856A,KCMD,Y,2023-04-10,2023-08-25,310.5359,7.1973,6.3563,F3,706.69,0
4033,20230514오포078853A,KCMD,C,2023-05-14,2023-06-06,131.5574,7.0155,5.3783,F3,504.82,1
4042,20230525산천005542A,KCMD,K,2023-05-25,2023-06-08,127.9627,5.9816,6.7338,F3,504.83,0
4050,20230504수성004011C,KCMD,K,2023-05-04,2023-05-21,128.216,5.6776,6.1213,F3,514.21,0
4054,20230611산천008485A,JJBB,K,2023-06-11,2023-07-12,398.0142,5.9459,6.6742,F3,2109.82,1
4055,20230504산천088308A,GGMD,Y,2023-05-04,2023-05-28,131.5159,6.0701,6.3172,F2,2497.07,0
4067,20230418오포063631A,JJBB,C,2023-04-18,2023-05-12,322.6002,5.8226,5.7722,F2,1976.11,1
4078,20230627창하040707B,KCMD,L,2023-06-27,2023-09-07,394.9607,6.2898,6.7029,F1,751.88,1
4079,20230415수성089586C,JJBB,Y,2023-04-15,2023-06-05,327.7585,6.3848,6.1082,F2,1979.27,0
4083,20230613오포029920A,KCMD,P,2023-06-13,2023-08-29,396.9749,6.3468,6.8012,F2,766.59,0
4088,20230519산천024865A,GBMD,K,2023-05-19,2023-08-10,128.0628,5.8069,6.0397,F3,705.66,0
4090,20230617오포047587A,KCMD,L,2023-06-17,2023-12-01,398.0094,6.3402,6.6829,F3,762.24,0
4103,20230428산천040153A,GBMD,L,2023-04-28,2023-07-07,327.0689,7.5775,5.8702,F3,901.6,0
4114,20230627산천005572A,KCMD,K,2023-06-27,2023-07-31,399.8367,6.4045,6.7514,F3,776.55,0
4117,20230428창하017189B,GGMD,K,2023-04-28,2023-05-29,325.6699,5.7953,6.4254,F3,2692.33,1
4131,20230414오포045689A,KCMD,L,2023-04-14,2023-06-21,315.8063,6.3308,5.7829,F1,677.26,0
4133,20230418창하055623B,KCMD,L,2023-04-18,2023-04-23,324.4648,6.1103,5.9403,F3,674.41,0
4134,20230606산천019687A,KCMD,K,2023-06-06,2023-07-07,397.1429,6.0958,6.739,F3,776.72,0
4135,20230421오포031216A,KCMD,L,2023-04-21,2023-05-05,316.1689,6.0322,5.9576,F3,673.16,0
4136,20230401수성068300C,KCMD,C,2023-04-01,2023-05-02,329.6519,6.7417,6.3682,F3,718.83,1
4137,20230615수성079393C,KCMD,C,2023-06-15,2023-06-18,399.3469,6.2734,6.8082,F3,792.24,0
4138,20230527창하089831B,KCMD,Y,2023-05-27,2023-06-08,131.6035,7.4441,7.1254,F3,491.63,0
4141,20230505오포024840A,JJBB,K,2023-05-05,2023-10-07,127.8443,5.8321,5.9767,F3,1779.74,0
4142,20230522산천012891A,GBMD,K,2023-05-22,2023-07-03,128.8597,5.7574,5.9253,F3,701.16,0
4145,20230520창하008563B,KCMD,K,2023-05-20,2023-07-14,128.4769,5.7935,5.6362,F3,480.8,0
4150,20230627수성019636C,JJBB,K,2023-06-27,2023-10-02,398.5494,6.458,6.7306,F3,2064.8,0
4158,20230422산천026723A,KCMD,P,2023-04-22,2023-04-23,321.6774,6.2368,6.0838,F3,703.32,0
4173,20230420창하072094B,GGMD,C,2023-04-20,2023-06-03,319.6141,5.5942,5.481,F2,2676.99,0
4175,20230519오포052502A,KCMD,L,2023-05-19,2023-06-12,130.3621,5.733,5.8642,F1,501.04,0
4188,20230524오포040895A,GBMD,L,2023-05-24,2023-06-24,129.8808,5.7064,5.2103,F3,705.52,0
4213,20230618산천047941A,KCMD,L,2023-06-18,2023-07-01,400.0819,6.281,6.7817,F3,773.39,1
4218,20230615오포025058A,GBMD,P,2023-06-15,2023-09-08,395.6664,6.379,6.8881,F2,974.67,0
4232,20230527수성074657C,GBMD,C,2023-05-27,2023-06-10,131.4664,6.8921,6.1779,F3,800.24,0
4234,20230627수성056693C,KCMD,L,2023-06-27,2023-07-21,393.8334,6.1305,6.6871,F3,781.02,1
4239,20230515수성091616C,GBMD,Y,2023-05-15,2023-07-08,131.5489,5.9034,6.0131,F2,800.75,0
4247,20230410산천081936A,GBMD,C,2023-04-10,2023-05-08,331.4257,6.1241,5.869,F3,905.61,0
4249,20230510수성098291C,JJBB,Y,2023-05-10,2023-08-19,131.5497,7.3777,5.7507,F2,1789.2,0
4255,20230418산천050235A,KCMD,L,2023-04-18,2023-07-18,321.2738,5.5811,5.7215,F3,697.74,0
4259,20230523오포036853A,JJBB,L,2023-05-23,2023-06-06,127.9483,5.7321,6.0013,F2,1784.4,0
4263,20230408수성045588C,JJBB,L,2023-04-08,2023-06-17,317.0496,5.7923,5.9791,F1,1975.93,0
4270,20230625창하036739B,KCMD,L,2023-06-25,2023-07-02,391.796,6.3238,6.6706,F2,750.23,1
4298,20230512창하051575B,KCMD,L,2023-05-12,2023-08-28,130.152,7.0453,6.1854,F1,486.84,0
4300,20230604창하019274B,KCMD,K,2023-06-04,2023-06-09,397.1787,6.2879,6.6632,F3,756.9,0
4311,20230429산천095005A,KCMD,Y,2023-04-29,2023-07-14,321.8639,6.886,5.7861,F2,710.2,0
4319,20230529수성013910C,JJBB,K,2023-05-29,2023-06-07,128.5469,6.0249,6.2586,F3,1795.36,0
4321,20230614창하095409A,KCMD,Y,2023-06-14,2023-08-09,398.6075,6.3729,6.7066,F3,796.9,0
4324,20230519창하017149B,KCMD,K,2023-05-19,2023-07-13,128.1805,6.5654,6.2996,F3,477.06,0
4331,20230421산천028781A,KCMD,P,2023-04-21,2023-05-16,319.3504,8.0886,6.075,F3,702.19,0
4340,20230603수성055025C,GBMD,L,2023-06-03,2023-07-02,404.9921,6.3069,6.7407,F3,1083.02,1
4357,20230503산천040707A,GBMD,L,2023-05-03,2023-07-10,131.3348,5.6767,5.9362,F3,701.7,0
4358,20230404창하059808A,KCMD,L,2023-04-04,2023-04-19,328.1445,7.3819,6.1701,F1,730.1,0
4360,20230401창하004009B,GGMD,K,2023-04-01,2023-04-23,310.5913,5.4606,6.0517,F3,2676.21,0
4368,20230611창하084844A,KCMD,C,2023-06-11,2023-08-01,398.5651,6.5151,6.8594,F2,791.36,1
4370,20230621오포051005A,KCMD,L,2023-06-21,2023-12-01,400.2456,6.3632,6.7694,F1,769.83,1
4378,20230411산천010626A,JJBB,K,2023-04-11,2023-04-27,311.2137,6.7857,5.9,F2,2016.98,0
4379,20230403오포018270A,GBMD,K,2023-04-03,2023-06-22,316.4374,6.7075,5.8611,F3,889.03,0
4381,20230527창하089317A,KCMD,Y,2023-05-27,2023-06-05,131.4573,5.6427,6.3283,F2,527.25,1
4382,20230525오포029036A,KCMD,P,2023-05-25,2023-05-31,128.333,6.7061,6.8963,F2,497.14,0
4386,20230623수성046662C,KCMD,L,2023-06-23,2023-07-30,398.8182,6.2885,6.8517,F1,779.98,0
4392,20230419오포006701A,KCMD,K,2023-04-19,2023-05-10,313.7621,7.4821,6.3777,F3,682.19,0
4394,20230607수성026116C,JJBB,P,2023-06-07,2023-07-27,400.7708,6.3006,6.7464,F2,2058.12,0
4409,20230610창하038737A,KCMD,L,2023-06-10,2023-08-03,398.4824,6.3834,6.7256,F2,795.04,0
4423,20230626산천052061A,KCMD,L,2023-06-26,2023-07-07,391.9712,6.2481,6.7482,F3,769.5,0
4425,20230521창하065297B,KCMD,C,2023-05-21,2023-06-06,131.5313,6.1539,6.3667,F3,482.97,1
4426,20230508오포013591A,KCMD,K,2023-05-08,2023-05-09,128.3595,5.7637,6.5016,F3,488.87,1
4431,20230621창하014905A,JJBB,K,2023-06-21,2023-10-15,396.5051,6.1501,6.8392,F3,2055.57,0
4432,20230623창하012799B,KCMD,K,2023-06-23,2023-07-18,394.5288,6.3613,6.6054,F3,751.13,0
4434,20230511창하003975A,KCMD,K,2023-05-11,2023-08-02,128.64,5.7143,6.3087,F3,520.41,0
4437,20230426창하067078B,KCMD,C,2023-04-26,2023-05-21,323.9184,7.5256,6.0427,F2,681.24,0
4458,20230403창하039916B,KCMD,L,2023-04-03,2023-04-10,313.9182,5.576,6.5034,F3,674.06,0
4460,20230513창하081976B,KCMD,C,2023-05-13,2023-06-24,131.597,6.9341,6.1539,F2,487.27,1
4470,20230414창하068845A,KCMD,C,2023-04-14,2023-04-26,323.3819,5.7471,5.7637,F2,714.71,0
4477,20230606오포006012A,KCMD,K,2023-06-06,2023-06-26,389.675,6.3454,6.7184,F3,759.08,0
4478,20230529오포017736A,GBMD,K,2023-05-29,2023-07-28,128.913,7.0855,5.9604,F3,714.27,0
4481,20230519산천041547A,JJBB,L,2023-05-19,2023-05-28,130.2318,7.2257,5.7377,F3,1838.85,0
4485,20230606오포079912A,KCMD,C,2023-06-06,2023-06-21,399.1594,6.462,6.811,F3,762.83,0
4491,20230610오포021989A,JJBB,K,2023-06-10,2023-06-15,403.0943,6.3623,6.8374,F3,2055.14,0
4492,20230529수성033129C,GGMD,L,2023-05-29,2023-05-31,128.2351,7.3233,5.884,F3,2438.83,0
4493,20230415창하067210B,KCMD,C,2023-04-15,2023-05-04,322.6642,6.1256,6.3843,F3,686.17,0
4494,20230412오포038147A,GBMD,L,2023-04-12,2023-10-28,322.707,6.4791,6.8915,F3,891.08,0
4495,20230515산천005197A,KCMD,K,2023-05-15,2023-07-16,129.6603,5.6909,6.1143,F2,509.21,0
4499,20230420오포002818A,KCMD,K,2023-04-20,2023-05-16,326.9272,6.6466,5.9832,F3,699.48,0
4507,20230603오포060164A,KCMD,C,2023-06-03,2023-08-19,393.5101,6.3163,6.6537,F1,766.75,0
4529,20230618오포080468A,KCMD,C,2023-06-18,2023-08-09,397.9297,6.2053,6.7151,F2,758.28,0
4531,20230626수성033847C,KCMD,L,2023-06-26,2023-08-26,391.2673,6.4697,6.6965,F2,784.69,0
4532,20230405오포066981A,KCMD,C,2023-04-05,2023-06-22,322.9243,5.8264,6.1965,F3,691.13,0
4544,20230428창하050842B,KCMD,L,2023-04-28,2023-06-26,319.9567,5.7025,5.9165,F3,678.18,0
4551,20230529오포051783A,GBMD,L,2023-05-29,2023-06-26,130.5736,7.6355,6.0451,F3,713.9,1
4552,20230622산천040303A,JJBB,L,2023-06-22,2023-06-25,403.0953,6.5072,6.6564,F1,2104.53,1
4555,20230421창하077415A,GBMD,C,2023-04-21,2023-06-01,324.1123,5.681,5.9778,F3,913.34,1
4557,20230509산천081324A,JJBB,C,2023-05-09,2023-05-19,131.5781,7.9287,6.2568,F3,1837.77,0
4566,20230615오포043248A,KCMD,L,2023-06-15,2023-09-12,398.2475,6.3817,6.9376,F1,765.36,1
4567,20230609오포067880A,KCMD,C,2023-06-09,2023-10-08,397.1377,6.382,6.8399,F3,766.61,0
4575,20230419수성090325C,GBMD,Y,2023-04-19,2023-04-25,324.4298,6.6774,5.6493,F2,1006.27,0
4581,20230623오포090439A,JJBB,Y,2023-06-23,2023-06-27,396.2208,6.336,6.7486,F3,2057.15,0
4582,20230625산천024666A,KCMD,K,2023-06-25,2023-09-04,389.7951,6.3472,6.6961,F2,769.09,0
4583,20230608오포073811A,JJBB,C,2023-06-08,2023-06-21,397.8285,6.2204,6.8394,F3,2060.27,0
4586,20230611오포017080A,KCMD,K,2023-06-11,2023-09-20,387.7319,6.1638,6.677,F3,759.03,0
4594,20230506오포005179A,GBMD,K,2023-05-06,2023-05-26,128.5736,6.3365,5.7721,F3,700.51,0
4598,20230621오포031674A,GBMD,L,2023-06-21,2023-08-06,389.1599,6.1798,6.9353,F3,963.65,0
4599,20230525창하085413B,GBMD,Y,2023-05-25,2023-07-07,131.5397,6.522,6.4741,F2,736.56,0
4603,20230626창하090450B,KCMD,Y,2023-06-26,2023-09-14,397.6725,6.2525,6.8087,F2,757.52,0
4611,20230621창하073873B,GGMD,C,2023-06-21,2023-07-21,404.009,6.132,6.8616,F1,2771.42,0
4616,20230415산천003555A,JJBB,K,2023-04-15,2023-08-13,317.1845,6.116,5.8354,F3,2018.42,0
4621,20230621창하011138A,GBMD,K,2023-06-21,2023-08-13,390.0889,6.5098,6.5598,F3,978.61,0
4627,20230617산천088780A,KCMD,Y,2023-06-17,2023-07-20,396.6678,6.3171,6.5825,F3,776.56,0
4631,20230620산천047406A,KCMD,L,2023-06-20,2023-08-10,392.2953,6.4328,6.7532,F1,765.48,0
4632,20230616창하073961B,KCMD,C,2023-06-16,2023-07-15,404.7263,6.3175,6.7231,F2,759.58,1
4633,20230606오포012622A,KCMD,K,2023-06-06,2023-09-13,390.6409,6.5149,6.822,F3,755.06,0
4637,20230420수성064816C,JJBB,C,2023-04-20,2023-05-25,331.7766,6.3439,6.0745,F3,1986.09,0
4648,20230623산천096796A,KCMD,Y,2023-06-23,2023-07-16,396.4003,6.3527,6.7741,F2,776.63,0
4652,20230529창하064343A,KCMD,C,2023-05-29,2023-07-08,131.5628,5.7437,5.8434,F2,525.96,0
4654,20230527오포088308A,KCMD,Y,2023-05-27,2023-07-20,131.5081,6.7661,5.6906,F3,497.25,0
4655,20230605창하041515B,KCMD,L,2023-06-05,2024-03-08,393.8426,6.9246,6.6392,F3,744.39,0
4656,20230424창하030050A,GGMD,L,2023-04-24,2023-05-29,314.6495,6.1907,6.3669,F3,2691.45,0
4658,20230419오포097956A,JJBB,Y,2023-04-19,2023-06-13,318.1841,5.888,6.4408,F3,1964.03,0
4662,20230503창하069046A,KCMD,C,2023-05-03,2023-06-14,131.5512,5.8253,6.0144,F2,521.23,0
4663,20230602오포062536A,KCMD,C,2023-06-02,2023-11-10,401.2359,6.2275,6.9723,F3,769.39,1
4666,20230524산천014786A,GBMD,K,2023-05-24,2023-08-25,128.6548,6.2147,5.7525,F3,697.37,1
4668,20230621산천090129A,GBMD,Y,2023-06-21,2023-11-18,397.5203,6.2354,6.8435,F3,973.17,0
4675,20230616수성075792C,JJBB,C,2023-06-16,2023-08-31,393.3565,6.3633,6.8241,F3,2050.47,0
4677,20230628산천003126A,KCMD,K,2023-06-28,2023-07-07,393.1371,6.0633,6.9457,F3,768.22,0
4683,20230628창하007912B,KCMD,K,2023-06-28,2023-07-02,392.0815,6.2632,6.8037,F3,751.53,0
4686,20230613산천022901A,KCMD,K,2023-06-13,2023-07-15,402.1839,6.3226,6.8397,F3,779.45,1
4700,20230520창하026894A,GBMD,P,2023-05-20,2023-06-18,128.3487,5.8967,6.3152,F2,723.82,1
4703,20230527산천052507A,GBMD,L,2023-05-27,2023-05-28,130.4881,5.6331,5.9462,F1,696.91,0
4710,20230612산천011365A,KCMD,K,2023-06-12,2023-06-22,392.4779,6.1986,6.7312,F3,773.48,1
4711,20230523산천090050A,GBMD,Y,2023-05-23,2023-06-01,131.574,7.094,6.2405,F2,713.25,0
4712,20230414오포041028A,KCMD,L,2023-04-14,2023-04-24,315.0271,7.2223,6.2392,F1,687.13,0
4725,20230424창하055397B,GBMD,L,2023-04-24,2023-05-26,331.5327,6.4877,5.8141,F1,921.02,0
4727,20230613오포032319A,GBMD,L,2023-06-13,2023-07-26,407.9604,6.2606,6.7692,F3,989.37,0
4732,20230522수성042621C,KCMD,L,2023-05-22,2023-08-15,130.4704,6.7568,5.8569,F1,514.52,0
4733,20230414산천083371A,JJBB,C,2023-04-14,2023-05-20,319.4199,5.8794,6.0984,F2,2014.92,0
4735,20230622창하010777B,GGMD,K,2023-06-22,2023-09-03,399.0979,5.9436,6.862,F3,2771.18,0
4748,20230629창하006708B,KCMD,K,2023-06-29,2023-07-25,397.5354,6.121,6.6485,F3,754.84,1
4757,20230521창하053139A,KCMD,L,2023-05-21,2023-05-24,130.7139,6.312,6.4931,F3,525.13,0
4758,20230411산천026949A,KCMD,P,2023-04-11,2023-06-17,317.4289,5.8346,6.4868,F2,701.58,0
4760,20230509오포031307A,KCMD,L,2023-05-09,2023-05-16,128.9065,5.9038,5.7571,F3,497.2,1
4763,20230527수성072617C,JJBB,C,2023-05-27,2023-08-11,131.5354,6.1128,6.125,F2,1794.68,0
4765,20230526수성088755C,KCMD,Y,2023-05-26,2023-06-21,131.5416,5.5132,6.2854,F3,518.64,1
4769,20230514산천063239A,GBMD,C,2023-05-14,2023-09-28,131.5276,5.659,6.0728,F3,708.39,0
4773,20230602수성025700C,GBMD,P,2023-06-02,2023-06-07,402.0266,6.2324,6.8163,F2,1073.88,1
4777,20230602수성095024C,KCMD,Y,2023-06-02,2023-06-29,397.3204,6.1428,6.6167,F3,785.82,1
4780,20230517창하023981B,GBMD,K,2023-05-17,2023-05-18,128.5331,7.6001,6.0942,F2,727.84,0
4782,20230427수성025095C,KCMD,P,2023-04-27,2023-08-08,319.9411,6.2977,6.7353,F3,713.17,0
4784,20230610오포096519A,KCMD,Y,2023-06-10,2023-07-19,403.5558,6.2541,7.0674,F3,771.13,0
4790,20230408창하040255B,KCMD,L,2023-04-08,2023-08-03,324.924,6.3748,6.3237,F1,681.5,0
4792,20230504산천023057A,KCMD,K,2023-05-04,2023-06-09,127.3389,7.6937,6.0032,F2,514.23,0
4795,20230522오포041933A,KCMD,L,2023-05-22,2023-07-25,130.3759,5.6572,6.5021,F1,495.78,0
4798,20230429오포049290A,KCMD,L,2023-04-29,2023-05-11,328.7384,6.5407,6.2768,F1,690.77,0
4804,20230526수성044361C,JJBB,L,2023-05-26,2023-06-07,131.492,6.894,6.5263,F3,1780.16,0
4806,20230424창하026320B,KCMD,P,2023-04-24,2023-05-19,316.2483,6.9405,6.4706,F2,674.46,1
4809,20230629수성071570C,KCMD,C,2023-06-29,2023-08-02,401.2191,6.168,6.8417,F3,793.18,0
4818,20230401오포081983A,KCMD,C,2023-04-01,2023-05-23,333.766,7.2791,5.6839,F3,697.5,0
4823,20230601수성054657C,KCMD,L,2023-06-01,2023-07-20,402.6644,6.2639,6.8381,F3,790.4,0
4827,20230406오포096072A,KCMD,Y,2023-04-06,2023-05-07,325.3032,6.0396,6.2232,F2,691.67,0
4835,20230407산천023019A,KCMD,K,2023-04-07,2023-07-03,314.7654,6.0122,6.3862,F3,699.83,0
4837,20230508창하070852A,GBMD,C,2023-05-08,2023-06-23,131.495,7.1783,6.4193,F1,725.07,1
4846,20230619창하085077A,KCMD,Y,2023-06-19,2023-11-13,392.1719,6.1658,6.7486,F3,788.21,1
4853,20230420창하007575A,KCMD,K,2023-04-20,2023-05-03,328.0542,5.9055,6.2279,F3,714.7,0
4854,20230427오포065939A,KCMD,C,2023-04-27,2023-06-04,324.8072,6.6914,5.689,F3,689.47,0
4857,20230501산천082399A,GBMD,C,2023-05-01,2023-05-18,131.5311,5.7562,6.6053,F3,697.16,1
4864,20230519수성015485C,KCMD,K,2023-05-19,2023-05-21,128.3697,5.8796,6.4713,F3,514.79,1
4868,20230513창하002660A,KCMD,K,2023-05-13,2023-11-10,128.5885,7.6984,5.8351,F3,529.14,0
4873,20230526산천072563A,KCMD,C,2023-05-26,2023-06-27,131.5645,6.8982,6.1904,F3,507.28,0
4875,20230627오포001917A,JJBB,K,2023-06-27,2023-07-05,398.5874,6.5642,6.9388,F3,2056.23,0
4886,20230616산천002269A,KCMD,K,2023-06-16,2023-07-07,399.2262,6.1487,6.598,F3,783.05,1
4887,20230529산천093622A,KCMD,Y,2023-05-29,2023-08-05,131.5387,6.6335,5.6792,F2,514.71,0
4891,20230620창하092390B,GBMD,Y,2023-06-20,2023-06-24,394.3628,6.3534,6.8601,F2,995.3,0
4893,20230406수성013753C,JJBB,K,2023-04-06,2023-05-08,323.9337,5.8933,6.3223,F3,1992.85,0
4895,20230406창하002355A,KCMD,K,2023-04-06,2023-07-25,302.9859,7.6232,6.2987,F3,700.25,0
4897,20230512수성081200C,JJBB,C,2023-05-12,2023-06-09,131.509,7.0271,5.8012,F2,1790.3,0
4898,20230412수성086932C,KCMD,Y,2023-04-12,2023-04-29,323.0727,6.8253,6.7512,F2,713.31,0
4906,20230406산천009473A,KCMD,K,2023-04-06,2023-05-14,315.8686,6.8999,6.1509,F3,693.87,0
4912,20230408창하063907B,KCMD,C,2023-04-08,2023-07-14,309.3335,6.2804,6.1535,F3,662.87,1
4917,20230515수성044192C,KCMD,L,2023-05-15,2023-05-19,130.6978,5.9141,6.1045,F1,518.49,0
4920,20230611수성019247C,JJBB,K,2023-06-11,2023-07-10,395.4639,7.9962,6.6042,F3,2051.09,0
4922,20230503창하080381A,KCMD,C,2023-05-03,2023-05-23,131.5314,7.0833,5.9036,F2,527.38,0
4924,20230507오포066677A,KCMD,C,2023-05-07,2023-12-06,131.5318,7.6464,6.6181,F3,497.28,0
4926,20230518오포065085A,KCMD,C,2023-05-18,2023-07-11,131.5453,6.5567,5.9697,F3,493.12,0
4927,20230524오포049121A,KCMD,L,2023-05-24,2023-10-09,130.1385,6.2894,5.9888,F1,497.04,0
4931,20230413오포019365A,KCMD,K,2023-04-13,2023-04-23,325.1011,6.049,5.7573,F3,685.97,0
4933,20230611오포010354A,KCMD,K,2023-06-11,2023-09-04,401.1441,6.1767,6.8594,F3,760.91,0
4938,20230523오포035599A,KCMD,L,2023-05-23,2023-06-05,128.7968,5.8841,6.0513,F3,493.0,0
4940,20230429수성051763C,KCMD,L,2023-04-29,2023-06-18,323.0065,7.5594,5.8073,F3,713.96,1
4944,20230603오포037152A,GBMD,L,2023-06-03,2023-07-26,394.9211,6.172,6.7154,F3,963.78,1
4946,20230403산천060341A,KCMD,C,2023-04-03,2023-07-02,326.1058,6.1279,6.2122,F2,706.73,0
4947,20230524오포089580A,GBMD,Y,2023-05-24,2023-06-29,131.5466,6.1078,5.9455,F3,711.12,0
4951,20230516오포085816A,JJBB,Y,2023-05-16,2023-06-05,131.524,5.5935,5.8441,F3,1783.95,0
4956,20230601수성039496C,JJBB,L,2023-06-01,2023-07-20,391.4061,6.1809,6.8726,F2,2046.45,0
4967,20230515수성048234C,GBMD,L,2023-05-15,2023-06-11,130.5117,7.2536,6.0948,F3,790.84,0
4971,20230416오포087261A,KCMD,Y,2023-04-16,2023-08-07,329.8423,5.7419,5.9285,F2,693.23,0
4986,20230423오포036497A,KCMD,L,2023-04-23,2023-04-29,316.3188,6.9737,5.5187,F3,684.18,0
4992,20230402오포081140A,KCMD,C,2023-04-02,2023-04-03,321.7083,7.28,5.766,F2,691.76,0
4994,20230417산천087039A,KCMD,Y,2023-04-17,2023-05-14,320.6548,6.7555,6.2903,F3,700.61,0
4996,20230418창하077440A,JJBB,C,2023-04-18,2023-10-13,316.6808,7.6486,5.8264,F3,1976.73,0
4997,20230509수성071427C,KCMD,C,2023-05-09,2023-07-22,131.5124,5.9301,5.6911,F3,518.53,0
5017,20230416창하053219B,JJBB,L,2023-04-16,2023-06-21,325.5001,5.8646,6.4146,F3,2034.87,0
5021,20230627오포033645A,JJBB,L,2023-06-27,2023-06-28,398.2037,6.1794,6.7902,F3,2052.0,0
5033,20230406창하095986A,JJBB,Y,2023-04-06,2023-04-20,327.9186,5.7422,5.5694,F3,1983.94,0
5037,20230403수성029318C,KCMD,P,2023-04-03,2023-06-07,317.8245,7.2207,6.4376,F3,714.46,0
